name,m_sin_i__jupiter,axis_semi_major__au,period_orbital__day,eccenricity_orbital,w__deg,periastron_time__jd,velocity_semiaplitude__ms,reference_orbit,reference_first
Kepler-1121 b,,0.1187,13.15141081,0.0,90.0,,,Morton 2016,Morton 2016
HD 33844 c,1.76867,2.2377599999999997,916.0,0.13,71.0,2454544.0,25.4,Wittenmyer 2016,Wittenmyer 2016
Kepler-221 d,,0.0910907,10.04156,,90.0,2454970.08456,,Rowe 2014,Rowe 2014
Kepler-338 d,,0.245507,44.431014000000005,,90.0,2454976.5419799997,,Rowe 2014,Rowe 2014
Kepler-1575 b,,0.0359389,2.55314213,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-535 b,,0.059689,4.90332155,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-32 e,,0.0323795,2.8960000000000004,,,2454966.61,,Fabrycky 2012,Borucki 2011
K2-66 b,,0.0597996,5.06963,,,,,Sinukoff 2017,Crossfield 2016
HD 113337 b,2.83,1.03346,324.0,0.46,219.2,2456074.5,75.6,Borgniet 2013,Borgniet 2013
Kepler-146 b,,0.19378800000000002,31.158799,,90.0,2455006.90272,,Rowe 2014,Rowe 2014
Kepler-11 f,,0.250413,46.6888,0.013000000000000001,90.0,2455618.2709999997,,Lissauer 2013,Lissauer 2011
BD +20 2457 b,11.8883,1.04992,379.63,0.15,207.64,2454677.03,322.35,Niedzielski 2009,Niedzielski 2009
Kepler-1152 b,,0.0223609,1.64680191,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-176 c,,0.10686500000000002,12.759712,,90.0,2455003.31062,,Rowe 2014,Rowe 2014
mu Ara d,0.0345873,0.09278430000000001,9.6386,0.172,212.7,2452991.1,3.06,Pepe 2007,Santos 2004
HD 3651 b,0.228975,0.29472,62.218,0.596,245.5,2453932.6,15.9,Wittenmyer 2009,Fischer 2003
KIC 11442793 d,,0.30707399999999996,56.73667,,,,,Cabrera 2014,Cabrera 2013
Kepler-714 b,,0.0812267,8.09888799,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1236 b,,0.183885,31.057161800000003,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-442 b,,0.386141,112.3053,0.0,90.0,2455849.5578,,Torres 2015,Borucki 2010
Kepler-1193 b,,0.0401985,2.83265213,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1262 b,,0.0823755,8.67900242,0.0,90.0,,,Morton 2016,Morton 2016
HD 99706 b,1.40289,2.13423,868.0,0.37,6.0,2455220.0,22.4,Johnson 2011,Johnson 2011
Kepler-251 b,,0.055618600000000004,4.790936,,90.0,2454969.31148,,Rowe 2014,Rowe 2014
HD 169830 b,2.8894599999999997,0.813279,225.62,0.31,148.0,2451923.0,80.7,Mayor 2004,Naef 2001
K2-34 b,1.6833200000000001,0.0435463,2.995629,0.0,90.0,2457144.34703,207.0,Brahm 2016,Hirano 2016
Kepler-292 c,,0.0469467,3.715335,,90.0,2455002.7919799997,,Rowe 2014,Rowe 2014
Kepler-1367 b,,0.0225817,1.57409027,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-491 b,,0.05182369999999999,4.22538451,0.0,90.0,,,Morton 2016,Morton 2016
HD 175541 b,0.52763,0.961227,297.3,0.33,183.0,2450213.0,14.0,Johnson 2007,Johnson 2007
Kepler-324 b,,0.05243330000000001,4.385315,,90.0,2454972.22656,,Rowe 2014,Rowe 2014
Kepler-250 c,,0.0726807,7.156803999999999,,90.0,2455007.1362799997,,Rowe 2014,Rowe 2014
Kepler-462 b,,0.440508,84.68798079999999,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-568 b,,0.0794218,11.02347475,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1149 b,,0.0473895,3.73089898,0.0,90.0,,,Morton 2016,Morton 2016
HD 202206 c,2.33098,2.49004,1383.4,0.267,78.99,2452435.990435649,42.01,Correia 2005,Correia 2005
Kepler-309 b,,0.0640717,5.923653,,90.0,2454967.68239,,Rowe 2014,Rowe 2014
Kepler-1116 b,,0.231343,41.697782700000005,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1146 b,,0.0313094,2.3522658,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-940 b,,0.295668,59.6225257,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1103 b,,0.148265,19.79191978,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1117 b,,0.054670800000000006,4.79028459,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-571 b,,0.0543472,4.79859939,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-843 b,,0.0318315,2.05387982,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-936 b,,0.0916253,10.56134221,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1339 b,,0.0233196,1.34155513,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1005 b,,0.0681491,6.49801525,0.0,90.0,,,Morton 2016,Morton 2016
HD 145457 b,2.9721900000000003,0.762504,176.3,0.11199999999999999,300.0,2453518.0,70.6,Sato 2010,Sato 2010
KELT-19 A b,,0.0636824,4.6117093,,,,,Siverd 2018,Siverd 2018
Kepler-261 c,,0.165407,24.570857999999998,,90.0,2454968.87408,,Rowe 2014,Rowe 2014
Kepler-465 b,,0.09694349999999999,9.94067247,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-336 c,,0.08840039999999999,9.600000999999999,,90.0,2454969.58177,,Rowe 2014,Rowe 2014
Kepler-1584 b,,0.113973,13.399709900000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1475 b,,0.390903,82.177374,0.0,90.0,,,Morton 2016,Morton 2016
HD 206610 b,1.9711299999999998,1.53703,610.0,0.22899999999999998,296.0,2454677.0,40.7,Johnson 2010,Johnson 2010
M 67 SAND 364 b,1.88274,0.531449,121.71,0.35,273.51,2456240.9,67.42,Brucalassi 2014,Brucalassi 2014
Kepler-711 b,,0.151882,23.58914398,0.0,90.0,,,Morton 2016,Morton 2016
HD 29021 b,2.4569799999999997,2.28031,1362.3,0.45899999999999996,179.5,2455823.9,56.4,Rey 2017,Rey 2017
Kepler-100 b,0.0187232,0.072684,6.88705,0.0,,,1.9,Marcy 2014,Marcy 2014
Kepler-365 b,,0.09482239999999999,10.664903,,90.0,2454965.0099400003,,Rowe 2014,Rowe 2014
Kepler-1610 b,,0.08023430000000001,8.70181574,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-838 b,,0.12214100000000001,15.74957994,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-802 b,,0.223648,40.0587473,0.0,90.0,,,Morton 2016,Morton 2016
K2-139 b,0.390243,0.177066,28.38236,0.12,124.0,2457327.93434,27.7,Barragan 2018,Barragan 2018
Kepler-1412 b,,0.0469983,3.6146051,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-864 b,,0.0634219,5.83376092,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-92 d,,0.28053,49.3568,0.07,,,,Van Eylen 2015,Van Eylen 2015
HD 12661 c,1.9487,2.91927,1707.8812,0.0312556,165.40599999999998,2456153.417,30.4148,Wright 2009,Fischer 2003
Kepler-12 b,0.43185500000000004,0.055634800000000005,4.4379637,0.0,182.0,2455000.68,48.2,Fortney 2011,Borucki 2011
Kepler-229 d,,0.23343699999999998,41.194912,,90.0,2454998.02365,,Rowe 2014,Rowe 2014
Kepler-1411 b,,0.375175,86.1150888,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1545 b,,0.552567,163.692349,0.0,90.0,,,Morton 2016,Morton 2016
KIC 11442793 c,,0.088103,8.719375,,,,,Cabrera 2014,Cabrera 2013
HAT-P-36 b,1.83475,0.0238229,1.3273469999999998,0.063,95.0,2455565.1980000003,334.7,Bakos 2012,Bakos 2012
WASP-35 b,0.716644,0.0431283,3.161575,0.0,90.0,2455531.47907,94.82,Enoch 2011,Enoch 2011
HD 69830 d,0.05633730000000001,0.627426,197.0,0.07,224.0,2453358.0,2.2,Lovis 2006,Lovis 2006
CoRoT-22 b,0.0413051,0.09221289999999999,9.755980000000001,0.077,210.0,,3.7,Moutou 2014,Moutou 2014
HD 28254 b,1.1614,2.14768,1116.0,0.81,301.0,2454049.0,37.3,Naef 2010,Naef 2010
HD 81688 b,2.6907,0.811148,184.02,0.0,0.0,2452335.4,58.58,Sato 2008,Sato 2008
HD 210277 b,1.27275,1.13105,442.19,0.47600000000000003,119.1,2450104.3,38.94,Butler 2006,Marcy 1999
Kepler-1514 b,,0.755004,217.83176260000002,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-132 c,,0.0675669,6.414914,,90.0,2455002.63908,,Rowe 2014,Rowe 2014
WTS-1 b,3.98653,0.0466301,3.3520589999999997,0.05,,2454318.7472,479.0,Cappetta 2012,Cappetta 2012
Kepler-322 b,,0.0273702,1.653888,,90.0,2454965.19171,,Rowe 2014,Rowe 2014
HATS-23 b,1.45846,0.0339907,2.1605156,0.0,90.0,2457072.85266,212.3,Bento 2017,Bento 2017
HR 8799 c,,42.4842,82145.0,0.0,,,,Soummer 2011,Marois 2008
Kepler-717 b,,0.0504222,4.40840023,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-51 b,,0.248169,45.1555023,,,,,Steffen 2013,Borucki 2011
Kepler-252 b,,0.0693352,6.668391000000001,,90.0,2454970.4348299997,,Rowe 2014,Rowe 2014
XO-1 b,0.918265,0.049283,3.941534,0.0,90.0,2453808.917,116.0,McCullough 2006,McCullough 2006
Kepler-63 b,,0.0869107,9.434150500000001,,,2455010.84307,,Sanchis-Ojeda 2013,Sanchis-Ojeda 2013
Kepler-1423 b,,0.150343,23.955378,0.0,90.0,,,Morton 2016,Morton 2016
HD 14067 b,7.81295,3.3679699999999997,1455.0,0.5329999999999999,109.9,2451443.0,92.2,Wang 2014,Wang 2014
HD 35759 b,3.77395,0.388877,82.46700000000001,0.389,-104.0,2456469.72,173.9,Hebrard 2016,Hebrard 2016
Kepler-33 d,,0.166175,21.77596,0.0,90.0,2455022.8,,Lissauer 2012,Borucki 2011
Kepler-287 c,,0.24705500000000002,44.851896,,90.0,2455005.463,,Rowe 2014,Rowe 2014
Kepler-154 f,,0.0869078,9.91935684,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-245 b,,0.07492069999999999,7.490189999999999,,90.0,2455007.94919,,Rowe 2014,Rowe 2014
Kepler-537 b,,0.043897399999999996,3.24755522,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-989 b,,0.0730539,7.96431535,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-100 c,0.0,0.109963,12.8159,0.0,,,0.0,Marcy 2014,Marcy 2014
GJ 15 A b,0.0168,0.0716678,11.4433,0.0,90.0,,2.94,Howard 2014,Howard 2014
Kepler-180 c,,0.236039,41.885775,,90.0,2455011.68703,,Rowe 2014,Rowe 2014
Kepler-82 e,,0.063917,5.902206,,90.0,2454969.78443,,Rowe 2014,Rowe 2014
Kepler-20 d,0.0236858,0.34532399999999996,77.61184,0.0,74.0546,2454955.434,1.2,Gautier 2012,Borucki 2011
Kepler-217 b,,0.0600513,5.374943,,90.0,2455003.93324,,Rowe 2014,Rowe 2014
Kepler-1523 b,,0.0185737,0.93875077,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-235 e,,0.251922,46.183669,,90.0,2454998.23932,,Rowe 2014,Rowe 2014
Kepler-227 c,,0.281042,54.418693999999995,,90.0,2454995.51038,,Rowe 2014,Rowe 2014
Kepler-169 d,,0.08053769999999999,8.348125,,90.0,2454969.84117,,Rowe 2014,Rowe 2014
Kepler-1226 b,,0.131737,17.2923453,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1623 b,,0.05224159999999999,4.36128348,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-254 b,,0.06337040000000001,5.826662000000001,,90.0,2455006.01039,,Rowe 2014,Rowe 2014
Kepler-79 e,,0.366575,81.065298,0.012,9.46,2454972.52908,,Rowe 2014,Rowe 2014
Kepler-241 b,,0.10663199999999999,12.718092,,90.0,2455008.35418,,Rowe 2014,Rowe 2014
K2-19 d,,0.03526819999999999,2.5085599999999997,,,,,Sinukoff 2016,Montet 2015
Kepler-1525 b,,0.0360472,2.41660118,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-749 b,,0.121097,17.31716585,0.0,90.0,,,Morton 2016,Morton 2016
55 Cnc b,0.801471,0.11337699999999999,14.651,0.004,110.0,2453035.0,71.11,Endl 2012,Butler 1997
Kepler-176 e,,0.0,51.16579,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-565 b,,0.050954400000000004,4.24374723,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-631 b,,0.144301,17.97979059,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-380 c,,0.0758501,7.630004,,90.0,2454970.08071,,Rowe 2014,Rowe 2014
Kepler-384 b,,0.156426,22.597053,,90.0,2454973.4199,,Rowe 2014,Rowe 2014
Kepler-1592 b,,0.0435619,3.05710069,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-193 c,,0.26808000000000004,50.697494,,90.0,2454974.32288,,Rowe 2014,Rowe 2014
Kepler-1097 b,,0.600611,187.747029,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-368 c,,0.33989899999999995,72.379334,,90.0,2455012.5342,,Rowe 2014,Rowe 2014
Kepler-102 f,0.0269906,0.165339,27.4536,0.0,,,2.11,Marcy 2014,Marcy 2014
Kepler-131 c,0.0525494,0.170752,25.5169,0.0,90.0,,3.58,Marcy 2014,Marcy 2014
Kepler-74 b,0.665099,0.0827067,7.340717999999999,0.287,64.0,2454967.04,58.0,Hebrard 2013,Borucki 2011
WASP-65 b,1.54502,0.033413099999999994,2.3114242999999997,0.0,90.0,2456110.6877200003,249.0,Gomez al 2013,Gomez al 2013
BD +15 2375 b,1.06215,0.5751229999999999,153.22,0.001,55.0,2457680.0,38.3,Niedzielski 2016,Niedzielski 2016
HD 207832 b,0.564176,0.569755,161.97,0.13,130.8,2453081.608335,22.1,Haghighipour 2012,Haghighipour 2012
M 67 YBP 1514 b,0.397418,0.057344000000000006,5.118,0.39,327.49,2455986.3,52.29,Brucalassi 2014,Brucalassi 2014
WASP-55 b,0.57116,0.053257500000000006,4.465633,0.0,90.0,2455737.9396,70.0,Hellier 2012,Hellier 2012
Kepler-1064 b,,0.120351,16.54080322,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-280 b,,0.0324953,2.1395419999999996,,90.0,2454966.6526,,Rowe 2014,Rowe 2014
HD 219134 c,0.013695600000000002,0.0652526,6.7645800000000005,0.062,70.0,,1.6969999999999998,Gillon 2017,Motalebi 2015
HAT-P-56 b,2.15975,0.04231819999999999,2.7908327,,,,262.0,Huang 2015,Huang 2015
Kepler-1277 b,,0.227343,40.83650120000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1144 b,,0.12925999999999999,17.14647302,0.0,90.0,,,Morton 2016,Morton 2016
HATS-33 b,1.1909999999999998,0.0372774,2.5495551,0.0,90.0,2456497.23181,170.1,de Val-Borro 2016,de Val-Borro 2016
Kepler-325 c,,0.106878,12.762172,,90.0,2454976.73016,,Rowe 2014,Rowe 2014
GJ 3293 b,0.07410850000000001,0.14338900000000002,30.59857452,0.06110259999999999,304.186,2456010.7910348205,8.60143,Astudillo-Defru 2015 (corrected; private communication),Astudillo-Defru 2015
Kepler-547 b,,0.0595534,6.01038429,0.0,90.0,,,Morton 2016,Morton 2016
HD 33283 b,0.330171,0.145378,18.179001,0.48,155.8,2453017.6,25.2,Johnson 2006,Johnson 2006
Kepler-1312 b,,0.060394,5.44832529,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-842 b,,0.0205641,1.21956827,0.0,90.0,,,Morton 2016,Morton 2016
OGLE-TR-111 b,0.5484060000000001,0.0468733,4.0144478999999995,0.0,90.0,2452330.449,78.0,Torres 2008,Pont 2004
MOA-2007-BLG-400L b,,,,,,,,Dong 2009,Dong 2009
WASP-126 b,0.28413499999999997,0.044951,3.2888,0.0,90.0,2456890.3191,36.0,Maxted 2016,Maxted 2016
K2-137 b,,0.00482158,0.179715,0.0,90.0,2457583.0242,,Smith 2018,Smith 2018
Kepler-704 b,,0.0468593,3.76182115,0.0,90.0,,,Morton 2016,Morton 2016
HD 10180 e,0.07978930000000001,0.269917,49.747,0.065,174.0,2454008.7883,4.25,Lovis 2011,Lovis 2011
K2-55 b,,0.034857599999999996,2.8492580000000003,,,,,Crossfield 2016,Crossfield 2016
Kepler-1532 b,,0.0201315,1.09366356,0.0,90.0,,,Morton 2016,Morton 2016
YZ Cet d,0.00359635,0.027645,4.65627,0.129,99.5,2456841.59,1.72,Astudillo-Defru 2017,Astudillo-Defru 2017
Kepler-647 b,,0.126673,16.225464900000002,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-765 b,,0.181954,27.665522600000003,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1016 c,,0.435925,105.65513689999999,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-185 b,,0.0271381,1.6329,,90.0,2454967.54797,,Rowe 2014,Rowe 2014
55 Cnc d,3.54451,5.47467,4909.0,0.02,254.0,2453490.0,45.2,Endl 2012,Marcy 2002
HD 155233 b,1.99403,2.06593,885.0,0.03,95.0,2455112.0,32.2,Wittenmyer 2016,Wittenmyer 2016
WASP-3 b,2.00437,0.031494799999999996,1.846834,0.0,90.0,2454605.55922,290.5,Tripathi 2010,Pollacco 2008
HD 148156 b,0.847612,2.12913,1027.0,0.52,35.0,2454707.0,17.5,Naef 2010,Naef 2010
Kepler-172 d,,0.117052,14.627119,,90.0,2454969.23672,,Rowe 2014,Rowe 2014
Kepler-967 c,,0.628803,198.7112502,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-182 c,,0.14746900000000002,20.684342,,90.0,2455003.18819,,Rowe 2014,Rowe 2014
Kepler-1016 b,,0.0304915,1.95452434,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-307 b,,0.0903808,10.4208,,,,,Jontof-Hutter 2016,Xie 2014
Kepler-1266 b,,0.16941199999999998,28.474747999999998,0.0,90.0,,,Morton 2016,Morton 2016
TrES-5 b,1.77,0.0245157,1.4822446000000002,0.0,90.0,2455443.25153,339.8,Mandushev 2011,Mandushev 2011
Kepler-1306 b,,0.12495,16.29595382,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1483 b,,0.09462050000000001,9.5085156,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1047 b,,0.294564,56.1886887,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-645 b,,0.0449621,3.27582262,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-49 e,,0.13736900000000002,18.596107999999997,,90.0,2454974.26415,,Rowe 2014,Rowe 2014
HD 222155 b,2.0263299999999997,5.1386400000000005,3999.0,0.16,137.0,2456319.0,24.2,Boisse 2012,Boisse 2012
Kepler-399 c,,0.174723,26.675690000000003,,90.0,2454982.99908,,Rowe 2014,Rowe 2014
Kepler-761 b,,0.0900599,10.12804789,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1278 b,,0.044363400000000004,3.23941344,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-175 c,,0.205538,34.035257,,90.0,2454967.4229,,Rowe 2014,Rowe 2014
Kepler-391 c,,0.146522,20.485435,,90.0,2454979.92391,,Rowe 2014,Rowe 2014
HD 73526 b,2.8556,0.646509,188.3,0.19,203.0,2451167.1474222224,102.0,Tinney 2006,Tinney 2003
Kepler-768 b,,0.0927369,11.391002499999999,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-879 b,,0.204258,33.3855938,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1428 b,,0.103027,10.67607169,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-200 b,,0.0821165,8.594805000000001,,90.0,2455004.6299799997,,Rowe 2014,Rowe 2014
Kepler-1036 b,,0.475522,122.88080579999999,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1129 c,,0.352794,76.53695859999999,0.0,90.0,,,Morton 2016,Morton 2016
KIC 7917485 b,11.8793,2.0552200000000003,840.0,0.15,,,186.0,Murphy 2016,Murphy 2016
HD 117207 b,1.8189,3.7375300000000005,2597.0,0.14400000000000002,73.0,2450630.0,26.6,Butler 2006,Marcy 2005
Kepler-122 d,,0.151731,21.587475,,90.0,2454975.97287,,Rowe 2014,Rowe 2014
Kepler-1140 b,,0.148956,24.0862707,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1565 b,,0.0237986,1.53818844,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1645 b,,0.12601500000000002,16.1779561,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-769 b,,0.07893969999999999,7.42608998,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1239 b,,0.0656375,5.19104016,0.0,90.0,,,Morton 2016,Morton 2016
HD 121504 b,1.2223,0.32868800000000004,63.330002,0.03,265.0,2451450.0,55.8,Mayor 2004,Mayor 2004
Kepler-1089 b,,0.046826599999999996,5.13248562,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-499 b,,0.059144600000000006,5.63252845,0.0,90.0,,,Morton 2016,Morton 2016
HD 40956 b,4.30224,1.7133,578.6,0.24,338.62,2455341.88,68.0,Jeong 2018,Jeong 2018
GJ 3138 d,0.0340807,0.698075,258.14242533,0.28682199999999997,250.854,2456581.5448693507,1.46698,Astudillo-Defru 2017 (corrected; private communication),Astudillo-Defru 2017
Kepler-852 b,,0.262112,44.9309804,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1354 b,,0.370933,76.613377,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-342 e,,0.0283971,1.64422461,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1366 b,,0.0279245,2.16457097,0.0,90.0,,,Morton 2016,Morton 2016
HD 156846 b,11.0076,1.11751,359.51001,0.8472,52.23,2453998.09,464.3,Tamuz 2008,Tamuz 2008
Kepler-18 b,,0.0447299,3.504725,0.0,90.0,2454966.5068,,Cochran 2011,Borucki 2011
Kepler-1548 b,,0.48718599999999995,124.82867900000001,0.0,90.0,,,Morton 2016,Morton 2016
K2-138 b,,0.0337968,2.35322,0.0,90.0,2457773.317,,Christiansen 2018,Christiansen 2018
HR 8799 d,,26.7553,41054.0,0.1,,,,Soummer 2011,Marois 2008
HAT-P-23 b,2.0884,0.0231971,1.212884,0.106,118.0,2454852.341,368.5,Bakos 2011,Bakos 2011
HD 224693 b,0.714594,0.192441,26.73,0.05,6.0,2453193.9,40.2,Johnson 2006,Johnson 2006
Kepler-1401 b,,0.100207,11.20066445,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-505 b,,0.14616600000000002,27.52197994,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-388 c,,0.10984400000000001,13.297004000000001,,90.0,2454973.94788,,Rowe 2014,Rowe 2014
Kepler-862 b,,0.0402889,3.14866453,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-246 c,,0.0978933,11.187161,,90.0,2454970.18172,,Rowe 2014,Rowe 2014
Kepler-795 b,,0.183527,29.619342100000004,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-941 b,,0.126522,17.42395198,0.0,90.0,,,Morton 2016,Morton 2016
HD 158038 b,1.79425,1.4978799999999999,521.0,0.29100000000000004,334.0,2455491.0,33.9,Johnson 2011,Johnson 2011
GJ 3942 b,0.0224877,0.060836900000000006,6.905,0.121,112.7,,3.29,Perger 2017,Perger 2017
Kepler-1502 b,,0.265793,41.7083629,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-888 b,,0.33123400000000003,70.6979061,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-822 b,,0.0435391,3.22296927,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-240 b,,0.0504957,4.144495,,90.0,2454968.9265799997,,Rowe 2014,Rowe 2014
Kepler-26 c,,0.11318900000000001,17.25204,0.0,90.0,2454982.8854,,Steffen 2012,Borucki 2011
Kepler-143 c,,0.176495,27.082511,,90.0,2455024.80613,,Rowe 2014,Rowe 2014
Kepler-1469 b,,0.148827,21.863530100000002,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1334 b,,0.11992699999999999,15.64591713,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-508 b,,0.177259,25.30889748,0.0,90.0,,,Morton 2016,Morton 2016
K2-21 c,,0.104852,15.5012,,90.0,2442155.4708,,Petigura 2015,Petigura 2015
Kepler-1091 b,,0.0249783,1.43474156,0.0,90.0,,,Morton 2016,Morton 2016
GJ 179 b,0.8242430000000001,2.41241,2288.0,0.21,153.0,2455140.0,25.8,Howard 2010,Howard 2010
Kepler-206 b,,0.07685410000000001,7.781986999999999,,90.0,2454966.5899,,Rowe 2014,Rowe 2014
Kepler-22 b,,0.848513,289.8623,,,,,Borucki 2012,Borucki 2011
Kepler-1101 b,,0.359829,81.3151059,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1369 b,,0.170628,25.873148,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-68 c,0.00627171,0.0907017,9.605085,0.0,90.0,2454969.3805,0.57,Gilliland 2013,Batalha 2013
Kepler-986 b,,0.284051,56.434993799999994,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-300 b,,0.09352250000000001,10.446347,,90.0,2454966.2780299997,,Rowe 2014,Rowe 2014
Kepler-937 b,,0.340485,67.66882700000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-110 c,,0.196107,31.719775,,90.0,2454975.82056,,Rowe 2014,Rowe 2014
Kepler-42 d,,0.015022200000000001,1.8651689999999999,,,,,Muirhead 2012,Borucki 2011
Kepler-357 d,,0.263841,49.499875,,90.0,2454972.04946,,Rowe 2014,Rowe 2014
HD 143361 b,3.4226900000000002,1.9849700000000001,1046.2,0.193,241.0,,72.1,Jenkins 2017,Minniti 2009
Kepler-715 b,,0.0920746,10.00652995,0.0,90.0,,,Morton 2016,Morton 2016
HD 155358 b,0.819484,0.626938,194.3,0.17,143.0,2451224.8,32.0,Robertson 2012,Cochran 2007
Kepler-134 b,,0.0596222,5.317429,,90.0,2455004.87608,,Rowe 2014,Rowe 2014
Kepler-369 b,,0.038253699999999995,2.732756,,90.0,2455187.09555,,Rowe 2014,Rowe 2014
HD 192310 b,0.0531258,0.322307,74.72,0.13,173.0,2455116.1980000003,3.0,Pepe 2011,Howard 2011
Kepler-257 d,,0.165827,24.664551,,90.0,2455022.0205200003,,Rowe 2014,Rowe 2014
Kepler-342 b,,0.119932,15.170318,,90.0,2454965.66283,,Rowe 2014,Rowe 2014
Kepler-644 b,,0.048276099999999995,3.1739171,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1108 b,,0.0511944,4.51005748,0.0,90.0,,,Morton 2016,Morton 2016
K2-97 b,1.13834,0.0850402,8.4061,,,,103.0,Grunblatt 2016,Grunblatt 2016
Kepler-119 b,,0.0352966,2.422082,,90.0,2454965.93928,,Rowe 2014,Rowe 2014
WASP-64 b,1.2691,0.026519499999999998,1.5732918,0.0,90.0,2455582.60169,221.0,Gillon 2013,Gillon 2013
Kepler-190 b,,0.031273300000000004,2.0199990000000003,,90.0,2455003.06945,,Rowe 2014,Rowe 2014
upsilon And b,0.669277,0.05938580000000001,4.617136299999999,0.013000000000000001,50.9829,2454425.017,68.2132,Wright 2009,Butler 1997
Kepler-56 c,,0.167568,21.4050484,,,,,Steffen 2013,Borucki 2011
Kepler-1267 b,,0.11354500000000001,13.031394500000001,0.0,90.0,,,Morton 2016,Morton 2016
Kepler-1138 b,,0.0415217,3.17060005,0.0,90.0,,,Morton 2016,Morton 2016
TYC 3318-01333-1 b,3.42866,1.4136600000000001,562.0,0.098,129.0,2454340.0,75.42,Adamow 2018,Adamow 2018
